id,question,question_concept,choices,answerKey,pashto_question,pashto_choices
fc1d33a2301a30214523c12573f81aba,Janet was watching the film because she liked what?,watching film,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['erection', 'laughter', 'being entertained', 'fear', 'bordem'],
      dtype=object)}",C,جینټ فلم ګوري ځکه چې د هغې څه خوښ دي؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""د جنسي تحریک"", ""خندا"", ""تفریح"", ""ډار"", ""خستګي""]}"
3b8e1d236f5169b6c833a994d6d9c39a,What are you waiting alongside with when you're in a reception area?,reception area,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['motel', 'chair', 'hospital', 'people', 'hotels'], dtype=object)}",D,تاسو د اتنظار تر څنګ نور څه کوئ چې د هرکلي په ځای کښې یاست؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""موټل"", ""چوکۍ"", ""بیمارستان"", ""خلک"", ""هوټلونه""]}"
c5c4166f2ed3c2b3517b79e6848e9ae2,When drinking booze what can you do to stay busy?,booze,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['reach tentative agreement', 'stay in bed', 'stop bicycle',
       'examine thing', 'suicide'], dtype=object)}",D,کله چې الکول څښئ، تاسو داسي څه کوئ چې ځان بوخت وساتئ؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""موقتي توافق ته رسیدل"", ""په بستر کې پاتې کیدل"", ""بایسکل ودروئ"", ""شیان معاینه کړئ"", ""خودکشي""]}"
6dc5b2884737e66543ce65f8dc40c992,A fencing thrust with a sharp sword towards a person would result in what?,fencing,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['injury', 'small cuts', 'fever', 'competition', 'puncture wound'],
      dtype=object)}",E,د يوې تېزي توري په یو کس برید به پایله څه کوي؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""زخمي"", ""کوچني زخمونه"", ""تبې"", ""سیالي"", ""سوریدل""]}"
8af63d58cc35061dec38e5448c325988,"Unlike a spider and his many sight seers, people only have what?",people,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tongues', 'names', 'brains', 'feelings', 'two eyes'], dtype=object)}",E,د غڼې او د هغې د ډېرو لیدونکو نه سېوا خلک يوازې څه لري؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""ژبې"", ""نومونه"", ""مغزونه"", ""احساسات"", ""دوې سترګې""]}"
768fb09deab56046e1565b6a2556ad5c,Where do adults use glue sticks?,glue stick,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['classroom', 'desk drawer', 'at school', 'office',
       'kitchen drawer'], dtype=object)}",D,ځوانان د سرېښ لرګۍ چرته کاروي؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""درسي خونه"", ""د میز دراز"", ""په ښوونځي کې"", ""دفتر"", ""د پخلنځي دراز""]}"
cd639cf3ff82f825ace7dd2b087562bd,What could go on top of wood?,wood,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lumberyard', 'synagogue', 'floor', 'carpet', 'hardware store'],
      dtype=object)}",D,به لرګي باندې څه شای مزل کولئ شي؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""لرګي پلورنځی"", ""سیناګوګ"", ""فرش"", ""غالیه"", ""اوزار پلورنځی""]}"
8d79cc5e4eea11f50fab18fdea20fd4f,"The artist was sitting quietly pondering, then suddenly he began to paint when what struck him?",sitting quietly,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sadness', 'anxiety', 'inspiration', 'discomfort', 'insights'],
      dtype=object)}",C,هنرمند ناست و په خاموشۍ یه فکر کاوو، ناڅاپه هغه رنګول شروع کړو، هغه کوم خیال و چې ده ته راغئ؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""خفګان"", ""اضطراب"", ""الهام"", ""نا آرامي"", ""فهمونه""]}"
e5ad2184e37ae88b2bf46bf6bc0ed2f4,"Though the thin film seemed fragile, for it's intended purpose it was actually nearly what?",fragile,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['indestructible', 'durable', 'undestroyable', 'indestructible',
       'unbreakable'], dtype=object)}",D,باوجود د دې چې یو څيز به ډېر نازک وي، خو په اصل کښې د خپل مقصد لپاره کوم شي ته نږدې وي؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""نابودیدونکی"", ""د دوامدار"", ""نابودیدونکی"", ""نابودیدونکی"", ""نشتون""]}"
b8b287b6277fccd4b7c9c72577177328,Where could you find a toilet that only friends can use?,toilet,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['rest area', 'school', 'stadium', 'apartment', 'hospital'],
      dtype=object)}",D,تاسو به چرته داسي غولتون پېدا کړئ چې یوازي یه یاران کاروي؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""استراحت ځای"", ""ښوونځی"", ""ورزشګاه"", ""اپارتمان"", ""بیمارستان""]}"
f646f3e064f06423fc25b98500796cf0,"What is someone who isn't clever, bright, or competent called?",clever,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['clumsy', 'ineffectual', 'dull', 'clumsy', 'stupid'], dtype=object)}",E,څه به وي هغه څوک چې نه بهادر وي نه هوشیار او نه باصلاحیته؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""ناچاره"", ""بې اغیزه"", ""بې خوند"", ""ناچاره"", ""احمق""]}"
b0f7d7978ac41c465108a92660d70e84,When wildlife reproduce we often refer to what comes out as what?,reproduce,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['raise children', 'have children', 'photo copy', 'offspring',
       'accidently got pregnant somehow'], dtype=object)}",D,کله چې وحشي ژوند نور تولید وکړي پایله به یه څه وي؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""ماشومان روزل"", ""ماشومان درلودل"", ""عکس کاپي"", ""نسل"", ""په تصادفي توګه حامله شوې""]}"
54075de8b8b89ecef2e4eb4eaee2713d,"The weasel was becoming a problem, it kept getting into the chicken eggs kept in the what?",weasel,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['forrest', 'barn', 'public office', 'out of doors', 'freezer'],
      dtype=object)}",B,ویزل ځناور یو ستونځه لري هغه د چرګو هګیو ته ننوځي، چېرته ساتل کېدل؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""جنگل"", ""ګودام"", ""عامه اداره"", ""بهر"", ""فریزر""]}"
65435b996ce9d1685bebb74b49c1ba7f,Blue read material outside of his comfort zone because he wanted to gain what?,reading,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['new perspective', 'entertained', 'understanding', 'hunger',
       'tired eyes'], dtype=object)}",A,شین موادي توکی د خپل آرام زون نه بهر ولولل ترڅو څه ترلاسه کړي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""نوې لید"", ""تفریح"", ""فهم"", ""لوږه"", ""ستړي سترګې""]}"
9889e5389917d812c09d6e5d382d333d,After he got hired he hoped for success at his what?,success,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['vocation', 'new job', 'michigan', 'working hard', 'manual'],
      dtype=object)}",B,له ګمارنې وروسته، هغه د څه په برخه کې د بریا هیله لرله؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""مسلک"", ""نوې دنده"", ""میشیګان"", ""سخت کار کول"", ""د لارښود""]}"
a651ffa44ac5febf0aede6748899b981,Committing perjury is a serious what?,committing perjury,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['indictment', 'crime', 'violence', 'lie', 'go to jail'],
      dtype=object)}",B,د دروغو قسم ورکول یو احساساتي څه دي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""تور"", ""جرم"", ""تاوتریخوالی"", ""دروغ"", ""زندان ته تلل""]}"
bdcfbe2132295d437e4c5701085f19c0,If you are prone to postpone work what will you have to do in order to finish on time?,postpone,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eat', 'hasten', 'antedate', 'bring forward', 'advance'],
      dtype=object)}",B,که تاسو کار ځنډوئ، نو د وخت پر ختمولو د څه غوښتنه وکړئ؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""خوړل"", ""چټک کول"", ""مخکې نیول"", ""مخکې راوستل"", ""پیشرفت""]}"
8d3dc21a53523850ec80771daaa5ff20,James wanted to find an old underground map from the 50s.  Where might he look for one?,underground map,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['library', 'subway station', ""county engineer's office"",
       'super market', 'home'], dtype=object)}",A,جېمز د پنځوستمي لسیزي د زړې ځمکنۍ نقشې لپاره  چرته لټه وکړي؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""کتابتون"", ""زیرزمینی تمځای"", ""د ولسوالۍ انجنیر دفتر"", ""سپر مارکېټ"", ""کور""]}"
a80ee7775e934c423012fe98e20ba28b,"Sean was in a rush to get home, but the light turned yellow and he was forced to do what?",rush,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['take time', 'dawdle', 'go slowly', 'ocean', 'slow down'],
      dtype=object)}",E,سین بیړه درلوده، خو اشاره ژیړه شو، نو څه یې وکړل؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""وخت نیول"", ""سستیدل"", ""ورو ورو تلل"", ""سمندر"", ""ورو کول""]}"
48a315cfa3ce11f7a9d615bc854331d5,Where would a person be doing when having to wait their turn?,wait turn,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['have patience', 'get in line', 'sing', 'stand in line',
       'turn left'], dtype=object)}",D,چيري چې یو کس د خپل وار انتظار کوي، هغه هلته څه کوي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""صبر کول"", ""په قطار کې ولاړیدل"", ""غږیدل"", ""په قطار کې ولاړیدل"", ""چپ ته تلل""]}"
4acd496cc78d96c2431279a5fd87de7c,"She was always helping at the senior center, it brought her what?",helping,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['satisfaction', 'heart', 'feel better', 'pay', 'happiness'],
      dtype=object)}",E,د زړو خلکو مرکز کښې مرسته کول هغې ته څه راوړل؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""رضایت"", ""زړه"", ""ښه احساس کول"", ""تنخوا"", ""خوشحالي""]}"
91e0f4ab62c9d2fd440d73a3f5308d96,"The lock kept the steering wheel from moving, but the thief still took his chances and began to work on the what?",lock,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['keep cloesd', 'train', 'ignition switch', 'drawer', 'firearm'],
      dtype=object)}",C,تلالې څرخېدونکې پایه د تلو ونیوله، خو غله بیا هم جانس وکارو او خپل کار شروع کړو، د څه کار؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""بند ساتل"", ""قطار"", ""د اور اچولو سویچ"", ""دروازه"", ""تیر""]}"
b61e849e44db16a581f0b65e28ab95dc,Who is a police officer likely to work for?,police officer,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['beat', 'direct traffic', 'city', 'street', 'president'],
      dtype=object)}",C,یو پولیس افسر عموما د څه لپاره کار کوي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""منطقه"", ""ټرافیک تنظیمول"", ""ښار"", ""کوڅه"", ""ولسمشر""]}"
ba6bd1bdef02d0ebfe5370f92365ae18,"If you have leftover cake, where would you put it?",cake,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['quandry', 'refrigerator', 'oven', 'night stand', 'bakery'],
      dtype=object)}",B,که تاسو کېک راواخلئ چرته به یه ږدئ؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""مشکل"", ""یخچال"", ""اوون"", ""شپه د سټنډ"", ""بیکري""]}"
dc55d473c22b04877b11d584f9548194,"A human wants to submerge himself in water, what should he use?",water,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['whirlpool bath', 'coffee cup', 'cup', 'soft drink', 'puddle'],
      dtype=object)}",A,یو څوک باید څه وکاروي چې په اوبو کې ډوب شي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""د اوبو چورلکه"", ""کافي پیاله"", ""پیاله"", ""نرم مشروبات"", ""پول""]}"
113aaea2b1a27a976547f54e531d99bb,Where is a doormat likely to be in front of?,doormat,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['facade', 'front door', 'doorway', 'entrance porch', 'hallway'],
      dtype=object)}",B,د دروازې قالین عموماً چیرته ایښودل کېږي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""مخ"", ""مخکینی دروازه"", ""دروازه"", ""د ننوتلو پله"", ""هال""]}"
ba640b9634ad6b4ad98b17b4f152e562,Bob the lizard lives in a warm place with lots of water.  Where does he probably live?,lizard,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['rock', 'tropical rainforest', 'jazz club', 'new mexico',
       'rocky places'], dtype=object)}",B,یو کربوړی چې په تود او لمده د اوبو په  ځای کې ژوند کوي،غالباً چیرته به وي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""ډبره"", ""استوګنځی ځنګل"", ""جاز کلب"", ""نوې مکسیکو"", ""ډبرو ځایونه""]}"
750ebdf36a0b3b407be0fe2163e3700b,August needed  money because he was afraid that he'd be kicked out of his house.  What did he need money to do?,money,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['control people', 'pay bills', 'hurt people', 'buy food',
       'get things'], dtype=object)}",B,اګیست میاشتي ځکه پیسو ته اړتیا لرله چې هغه ډارېدو چې کور باندې خالي نه کړي، هغه به د څه پیسو ته ضرورت و؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""خلک کنټرول کړي"", ""بلونه ورکړي"", ""خلک زیانمن کړي"", ""خواړه واخلي"", ""شیان ترلاسه کړي""]}"
8f01273422a370a8dbda6bf473a395a0,"He needed more information to fix it, so he consulted the what?",information,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['chickens', 'google', 'newspaper', 'online', 'manual'],
      dtype=object)}",E,هغه ډېرو زیاتو معلوماتو ته اړتیا لرله، چې هغه مشاهده کړي هغه څه ته مراجعه وکړي؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""چرګان"", ""ګوګل"", ""اخبار"", ""انلاین"", ""لارښود""]}"
e6586bba9fe96d38792e6e6d4f2703dc,Where can you put a picture frame when it's not hung vertically?,picture,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['art show', 'wall', 'newspaper', 'car', 'table'], dtype=object)}",E,که عکس په دیوال نه ځړول کېږي، چیرته یې کېښودلائ شي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""هنري نندارتون"", ""دیوال"", ""اخبار"", ""موټر"", ""میز""]}"
6e433471d0e2590b8c73ceef275022b1,James knew that he shouldn't have been buying beer for minors.  He didn't even get paid for it.  Why was this bad?,buying beer,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lose money', 'fun', 'have no money', 'broken law', 'relaxation'],
      dtype=object)}",D,جیمز پوهېدو چې دی بيئر د نابالغه هلکانو لپاره نه شي اخستلئ ځکه هغه پیسې جمع نه کړې،  دا ولې بد وو؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""پیسې له لاسه ورکول"", ""خوند"", ""پیسې نلري"", ""قانون ماتول"", ""آرامي""]}"
1bc986f8aea88d6927d8a45367855a94,What is the result of applying for  job?,applying for job,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['anxiety and fear', 'increased workload', 'praise', 'less sleep',
       'being employed'], dtype=object)}",E,د کار لپاره غوښتنه کولو پایله څه ده؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""اضطراب او وېره"", ""کار بار زیاتیدل"", ""ستاینه"", ""کم خوب"", ""استخدام کیدل""]}"
8d1563697d751a364d688d6701ebdb39,What must someone do before they shop?,shop,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['get money', 'have money', 'bring cash', 'go to market',
       'bring cash'], dtype=object)}",A,د پیرودلو مخکې څه باید وشي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""پیسې ترلاسه کړي"", ""پیسې ولري"", ""نغدي راوړل"", ""بازار ته لاړ شي"", ""نغدي راوړل""]}"
91f512273a2da7ae796919069b20d6cf,"Because John was first violin, he had to bring something important to work ever day. What did he need to bring to work?",first violin,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['music store', 'obesity', 'symphony orchestra', 'ochestra',
       'violin case'], dtype=object)}",E,ځکه جیمز اول ویلوین ږغونکی و، چې هره ورځ به یه کار ته څه مهم راوړو، آیا د ته د څه راوړلو اړتیا وه؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""موسیقي پلورنځی"", ""چاغوالی"", ""سمفوني ارکستر"", ""ارکستر"", ""ویولن کیس""]}"
49cda7eedbf63b3f38e59ba72f1ee1f9,What is a place that usually does not have an elevator and that sometimes has a telephone book?,telephone book,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['at hotel', 'kitchen', 'library', 'telephone booth', 'house'],
      dtype=object)}",E,هغه څنګه ځای وي، چې د ختلو لفټ نه وي، خو د ټیلېفون ډائرۍ پرته وي؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""په هوټل کې"", ""پخلنځی"", ""کتابتون"", ""ټلیفون بوت"", ""کور""]}"
a588407ecaecf0f30c2241c30b470fe2,Who is likely to be excited about a crab?,crab,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fish market', 'pet shop', 'fishmongers', 'intertidal zone',
       'obesity'], dtype=object)}",C,څوک به د کوني کبر په لیدو خوشحاله شي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""ماهی پلورنځی"", ""د پالتو حیواناتو پلورنځی"", ""ماهی پلورونکي"", ""د اوبو او ځمکې سیمه"", ""چاغوالی""]}"
011096bcfff30fd38046cf9db3a411c5,Where can a human find clothes that aren't pants?,human,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pants shop', 'on planet earth', 'dress shop', 'school',
       'train wreck'], dtype=object)}",C,انسان چیرته کولی شي داسې جامې ومومي چې پتلون نه وي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""پتلون پلورنځی"", ""د ځمکې په سیاره"", ""د لباس پلورنځی"", ""ښوونځی"", ""د ریل د خرابیدو ځای""]}"
435a728f45d32faa4b3c4553c966fd6b,"If I was getting drunk, and people couldn't understand me, what might I be having?",getting drunk,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['a seizure', 'slurred speech', 'death', 'forgetfulness',
       'pass out'], dtype=object)}",B,که زه نشه یم او خلک زما خبرې نه شي درک کولی، نو زه څه کوم؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""د نیولو حمله"", ""غږ کې خنډ"", ""مرګ"", ""هیرول"", ""بې هوشه کیدل""]}"
